segment_type,segment_value,segment_order,item_name,expenditure_value,is_income_metric,is_consumption_metric
Income Decile (Gross),Total,999,"Cigarettes, tobacco, and accessories",118.0,False,False
Income Decile (Gross),Total,999,Clothing and footwear,579.0,False,False
Income Decile (Gross),Total,999,Compulsory payments – total,3776.0,False,False
Income Decile (Gross),Total,999,"Computer, internet and their products",44.0,False,False
Income Decile (Gross),Total,999,Consumption expenditures – total,17600.0,False,False
Income Decile (Gross),Total,999,Consumption of housing services,2931.0,False,False
Income Decile (Gross),Total,999,"Culture, sports, and entertainment ",305.0,False,False
Income Decile (Gross),Total,999,Dental treatment,255.0,False,False
Income Decile (Gross),Total,999,Domestic help,220.0,False,False
Income Decile (Gross),Total,999,Dwelling and household maintenance,1642.0,False,False
Income Decile (Gross),Total,999,Education services,1003.0,False,False
Income Decile (Gross),Total,999,"Education, culture, and entertainment",1931.0,False,False
Income Decile (Gross),Total,999,"Electricity, gas and fuel for dwelling",461.0,False,False
Income Decile (Gross),Total,999,Entertainment durable goods,153.0,False,False
Income Decile (Gross),Total,999,Expenditures on health services,158.0,False,False
Income Decile (Gross),Total,999,Expenditures on vehicles,2050.0,False,False
Income Decile (Gross),Total,999,Fish,118.0,False,False
Income Decile (Gross),Total,999,Food (excl. vegetables and fruit),2551.0,False,False
Income Decile (Gross),Total,999,Footwear,139.0,False,False
Income Decile (Gross),Total,999,From National Insurance Institute,2056.0,False,False
Income Decile (Gross),Total,999,From allowances and assistance,2715.0,False,False
Income Decile (Gross),Total,999,From capital,1012.0,False,False
Income Decile (Gross),Total,999,From households and other ,308.0,False,False
Income Decile (Gross),Total,999,From other institutions in Israel,352.0,False,False
Income Decile (Gross),Total,999,From pensions and social insurance funds,1464.0,False,False
Income Decile (Gross),Total,999,From self-employment and occasional work,2639.0,False,False
Income Decile (Gross),Total,999,From wages and salary,14182.0,False,False
Income Decile (Gross),Total,999,From work,16821.0,False,False
Income Decile (Gross),Total,999,"Fruit juices, natural",15.0,False,False
Income Decile (Gross),Total,999,"Fruit, dried",59.0,False,False
Income Decile (Gross),Total,999,"Fruit, fresh",201.0,False,False
Income Decile (Gross),Total,999,"Fruit, preserved and frozen",4.0,False,False
Income Decile (Gross),Total,999,Furniture,234.0,False,False
Income Decile (Gross),Total,999,Furniture and household equipment,660.0,False,False
Income Decile (Gross),Total,999,Gross money income – total,22013.0,False,False
Income Decile (Gross),Total,999,Health,1133.0,False,False
Income Decile (Gross),Total,999,Health insurance,439.0,False,False
Income Decile (Gross),Total,999,"Hobbies, sports, camping equipment",194.0,False,False
Income Decile (Gross),Total,999,Home decorations,64.0,False,False
Income Decile (Gross),Total,999,Household electrical equipment,227.0,False,False
Income Decile (Gross),Total,999,Households in population (thousands),2920.8,False,False
Income Decile (Gross),Total,999,Households in sample,5478.0,False,False
Income Decile (Gross),Total,999,Housing,4362.0,False,False
Income Decile (Gross),Total,999,Income tax,2379.0,False,False
Income Decile (Gross),Total,999,Jewellery and watches,87.0,False,False
Income Decile (Gross),Total,999,Legal and other services,211.0,False,False
Income Decile (Gross),Total,999,Maintenance and renovation,247.0,False,False
Income Decile (Gross),Total,999,Meals away from home,499.0,False,False
Income Decile (Gross),Total,999,Meat and poultry,491.0,False,False
Income Decile (Gross),Total,999,Median of gross money income per household,16471.0,True,False
Income Decile (Gross),Total,999,Men's outerwear,128.0,False,False
Income Decile (Gross),Total,999,"Milk, milk products, and eggs",347.0,False,False
Income Decile (Gross),Total,999,Miscellaneous food products,423.0,False,False
Income Decile (Gross),Total,999,Miscellaneous goods and services,860.0,False,False
Income Decile (Gross),Total,999,Miscellaneous household articles,129.0,False,False
Income Decile (Gross),Total,999,Money expenditure per household,14526.0,False,True
Income Decile (Gross),Total,999,Money expenditure per person,4580.0,False,False
Income Decile (Gross),Total,999,Monthly rent,1260.0,False,False
Income Decile (Gross),Total,999,Mortgage payments (principal+interest)(2),1222.0,False,False
Income Decile (Gross),Total,999,Municipal property taxes (Arnona),438.0,False,False
Income Decile (Gross),Total,999,National health insurance,670.0,False,False
Income Decile (Gross),Total,999,National insurance payments,727.0,False,False
Income Decile (Gross),Total,999,Net money income per household,18237.0,False,False
Income Decile (Gross),Total,999,Net money income per person,5750.0,False,False
Income Decile (Gross),Total,999,"Newspapers, books, and stationery",39.0,False,False
Income Decile (Gross),Total,999,Non-electrical equipment,96.0,False,False
Income Decile (Gross),Total,999,Organization dues and donations,132.0,False,False
Income Decile (Gross),Total,999,Other expenditures,74.0,False,False
Income Decile (Gross),Total,999,Other expenditures on health,280.0,False,False
Income Decile (Gross),Total,999,Other housing expenditures,130.0,False,False
Income Decile (Gross),Total,999,Personal articles and cosmetics ,149.0,False,False
Income Decile (Gross),Total,999,Personal services and cosmetics ,71.0,False,False
Income Decile (Gross),Total,999,"Postal services, telephone, and communication",291.0,False,False
Income Decile (Gross),Total,999,Potatoes and sweet potatoes,28.0,False,False
Income Decile (Gross),Total,999,Public transportation,61.0,False,False
Income Decile (Gross),Total,999,Recreation and excursions,178.0,False,False
Income Decile (Gross),Total,999,Soft drinks,88.0,False,False
Income Decile (Gross),Total,999,Sugar and sugar products,94.0,False,False
Income Decile (Gross),Total,999,Transfers to other households(1),468.0,False,False
Income Decile (Gross),Total,999,Transport and communication,3272.0,False,False
Income Decile (Gross),Total,999,Travel abroad,796.0,False,False
Income Decile (Gross),Total,999,"Underwear, sleepwear, and socks",35.0,False,False
Income Decile (Gross),Total,999,Vegetable oils and products,62.0,False,False
Income Decile (Gross),Total,999,Vegetables and fruit,611.0,False,False
Income Decile (Gross),Total,999,"Vegetables, fresh",223.0,False,False
Income Decile (Gross),Total,999,"Vegetables, frozen",21.0,False,False
Income Decile (Gross),Total,999,"Vegetables, pickled and canned",60.0,False,False
Income Decile (Gross),Total,999,"Wallets, bags, suitcases, and baby products",53.0,False,False
Income Decile (Gross),Total,999,Water,147.0,False,False
Income Decile (Gross),Total,999,Women's outerwear,172.0,False,False
Income Decile (Net),1,1,Alcoholic beverages,34.0,False,False
Income Decile (Net),1,1,Arab households (percentages),42.2,False,False
Income Decile (Net),1,1,Average age of economic head of household,43.9,False,False
Income Decile (Net),1,1,Average earners in household,0.75,False,False
Income Decile (Net),1,1,Average persons in household,4.12,False,False
Income Decile (Net),1,1,Average standard persons in household,3.12,False,False
Income Decile (Net),1,1,Average years of schooling of economic head of household,12.7,False,False
Income Decile (Net),1,1,Bedding and towels,24.0,False,False
Income Decile (Net),1,1,"Bread, cereals, and pastry products",366.0,False,False
Income Decile (Net),1,1,Children's and babies' outerwear,92.0,False,False
Income Decile (Net),1,1,"Cigarettes, tobacco, and accessories",183.0,False,False
Income Decile (Net),1,1,Clothing and footwear,520.0,False,False
Income Decile (Net),1,1,Compulsory payments – total,293.0,False,False
Income Decile (Net),1,1,Consumption expenditures – total,12127.0,False,False
Income Decile (Net),1,1,Consumption of housing services,2163.0,False,False
Income Decile (Net),1,1,"Culture, sports, and entertainment ",141.0,False,False
Income Decile (Net),1,1,Dental treatment,128.0,False,False
Income Decile (Net),1,1,Domestic help,33.0,False,False
Income Decile (Net),1,1,Dwelling and household maintenance,1166.0,False,False
Income Decile (Net),1,1,Education services,797.0,False,False
Income Decile (Net),1,1,"Education, culture, and entertainment",1249.0,False,False
Income Decile (Net),1,1,"Electricity, gas and fuel for dwelling",437.0,False,False
Income Decile (Net),1,1,Entertainment durable goods,46.0,False,False
Income Decile (Net),1,1,Expenditures on health services,73.0,False,False
Income Decile (Net),1,1,Expenditures on vehicles,1024.0,False,False
Income Decile (Net),1,1,Fish,97.0,False,False
Income Decile (Net),1,1,Food (excl.  vegetables and fruit),2340.0,False,False
Income Decile (Net),1,1,Footwear,133.0,False,False
Income Decile (Net),1,1,From National Insurance Institute,1515.0,False,False
Income Decile (Net),1,1,From allowances and assistance,2123.0,False,False
Income Decile (Net),1,1,From households and other ,252.0,False,False
Income Decile (Net),1,1,From other institutions in Israel,356.0,False,False
Income Decile (Net),1,1,From self-employment and occasional work,455.0,False,False
Income Decile (Net),1,1,From wages and salary,2677.0,False,False
Income Decile (Net),1,1,From work,3133.0,False,False
Income Decile (Net),1,1,"Fruit juices, natural",16.0,False,False
Income Decile (Net),1,1,"Fruit, dried",40.0,False,False
Income Decile (Net),1,1,"Fruit, fresh",182.0,False,False
Income Decile (Net),1,1,Furniture,151.0,False,False
Income Decile (Net),1,1,Furniture and household equipment,483.0,False,False
Income Decile (Net),1,1,Gross money income – total,5356.0,False,False
Income Decile (Net),1,1,Health,578.0,False,False
Income Decile (Net),1,1,Health insurance,178.0,False,False
Income Decile (Net),1,1,"Hobbies, sports and camping equipment",175.0,False,False
Income Decile (Net),1,1,Home decorations,41.0,False,False
Income Decile (Net),1,1,Household electrical equipment,173.0,False,False
Income Decile (Net),1,1,Households in population (thousands),291.9,False,False
Income Decile (Net),1,1,Households in sample,508.0,False,False
Income Decile (Net),1,1,Housing,3034.0,False,False
Income Decile (Net),1,1,Legal and other services,126.0,False,False
Income Decile (Net),1,1,Maintenance and renovation,152.0,False,False
Income Decile (Net),1,1,Meals away from home,222.0,False,False
Income Decile (Net),1,1,Meat and poultry,560.0,False,False
Income Decile (Net),1,1,Median of  gross money income per household,4829.0,False,False
Income Decile (Net),1,1,Men's outerwear,114.0,False,False
Income Decile (Net),1,1,"Milk, milk products, and eggs",287.0,False,False
Income Decile (Net),1,1,Miscellaneous food products,504.0,False,False
Income Decile (Net),1,1,Miscellaneous goods and services,705.0,False,False
Income Decile (Net),1,1,Miscellaneous household articles,127.0,False,False
Income Decile (Net),1,1,Money expenditure per household,9954.0,False,True
Income Decile (Net),1,1,Money expenditure per person,2417.0,False,False
Income Decile (Net),1,1,Monthly rent,836.0,False,False
Income Decile (Net),1,1,Mortgage payments (principal+interest)(2),341.0,False,False
Income Decile (Net),1,1,Municipal property taxes (Arnona),263.0,False,False
Income Decile (Net),1,1,National health insurance,191.0,False,False
Income Decile (Net),1,1,National insurance payments,81.0,False,False
Income Decile (Net),1,1,Net money income per household,5064.0,True,False
Income Decile (Net),1,1,Net money income per person,1230.0,False,False
Income Decile (Net),1,1,"Newspapers, books, and stationery",25.0,False,False
Income Decile (Net),1,1,Non-electrical equipment,93.0,False,False
Income Decile (Net),1,1,Organization dues and donations,91.0,False,False
Income Decile (Net),1,1,Other expenditures,68.0,False,False
Income Decile (Net),1,1,Other expenditures on health,200.0,False,False
Income Decile (Net),1,1,Personal articles and cosmetics ,113.0,False,False
Income Decile (Net),1,1,Personal services and cosmetics ,26.0,False,False
Income Decile (Net),1,1,"Postal services, telephone, and communications",212.0,False,False
Income Decile (Net),1,1,Potatoes and sweet potatoes,31.0,False,False
Income Decile (Net),1,1,Public transportation,77.0,False,False
Income Decile (Net),1,1,Recreation and excursions,39.0,False,False
Income Decile (Net),1,1,Soft drinks,123.0,False,False
Income Decile (Net),1,1,Sugar and sugar products,87.0,False,False
Income Decile (Net),1,1,Transfers to other households(1),107.0,False,False
Income Decile (Net),1,1,Transport and communications,1484.0,False,False
Income Decile (Net),1,1,Travel abroad,104.0,False,False
Income Decile (Net),1,1,"Underwear, sleepwear, and socks",23.0,False,False
Income Decile (Net),1,1,Vegetable oils and products,61.0,False,False
Income Decile (Net),1,1,Vegetables and fruit,569.0,False,False
Income Decile (Net),1,1,"Vegetables, fresh",222.0,False,False
Income Decile (Net),1,1,"Vegetables, frozen",14.0,False,False
Income Decile (Net),1,1,"Vegetables, pickled and canned",59.0,False,False
Income Decile (Net),1,1,"Wallets, bags, suitcases, and baby products",83.0,False,False
Income Decile (Net),1,1,Water,154.0,False,False
Income Decile (Net),1,1,Women's outerwear,141.0,False,False
Income Decile (Net),2,2,Alcoholic beverages,27.0,False,False
Income Decile (Net),2,2,Arab households (percentages),26.7,False,False
Income Decile (Net),2,2,Average age of economic head of household,49.5,False,False
Income Decile (Net),2,2,Average earners in household,0.91,False,False
Income Decile (Net),2,2,Average persons in household,3.5,False,False
Income Decile (Net),2,2,Average standard persons in household,2.81,False,False
Income Decile (Net),2,2,Average years of schooling of economic head of household,13.1,False,False
Income Decile (Net),2,2,Bedding and towels,32.0,False,False
Income Decile (Net),2,2,"Bread, cereals, and pastry products",379.0,False,False
Income Decile (Net),2,2,Children's and babies' outerwear,90.0,False,False
Income Decile (Net),2,2,"Cigarettes, tobacco, and accessories",158.0,False,False
Income Decile (Net),2,2,Clothing and footwear,457.0,False,False
Income Decile (Net),2,2,Compulsory payments – total,497.0,False,False
Income Decile (Net),2,2,"Computer, internet and their products",37.0,False,False
Income Decile (Net),2,2,Consumption expenditures – total,12730.0,False,False
Income Decile (Net),2,2,Consumption of housing services,2171.0,False,False
Income Decile (Net),2,2,"Culture, sports, and entertainment ",125.0,False,False
Income Decile (Net),2,2,Dental treatment,246.0,False,False
Income Decile (Net),2,2,Domestic help,26.0,False,False
Income Decile (Net),2,2,Dwelling and household maintenance,1127.0,False,False
Income Decile (Net),2,2,Education services,720.0,False,False
Income Decile (Net),2,2,"Education, culture, and entertainment",1211.0,False,False
Income Decile (Net),2,2,"Electricity, gas and fuel for dwelling",401.0,False,False
Income Decile (Net),2,2,Entertainment durable goods,102.0,False,False
Income Decile (Net),2,2,Expenditures on health services,62.0,False,False
Income Decile (Net),2,2,Expenditures on vehicles,1166.0,False,False
Income Decile (Net),2,2,Fish,77.0,False,False
Income Decile (Net),2,2,Food (excl.  vegetables and fruit),2201.0,False,False
Income Decile (Net),2,2,Footwear,110.0,False,False
Income Decile (Net),2,2,From National Insurance Institute,2473.0,False,False
Income Decile (Net),2,2,From allowances and assistance,3036.0,False,False
Income Decile (Net),2,2,From capital,125.0,False,False
Income Decile (Net),2,2,From households and other ,224.0,False,False
Income Decile (Net),2,2,From other institutions in Israel,340.0,False,False
Income Decile (Net),2,2,From self-employment and occasional work,908.0,False,False
Income Decile (Net),2,2,From wages and salary,4350.0,False,False
Income Decile (Net),2,2,From work,5257.0,False,False
Income Decile (Net),2,2,"Fruit juices, natural",19.0,False,False
Income Decile (Net),2,2,"Fruit, dried",42.0,False,False
Income Decile (Net),2,2,"Fruit, fresh",195.0,False,False
Income Decile (Net),2,2,Furniture,235.0,False,False
Income Decile (Net),2,2,Furniture and household equipment,581.0,False,False
Income Decile (Net),2,2,Gross money income – total,8622.0,False,False
Income Decile (Net),2,2,Health,795.0,False,False
Income Decile (Net),2,2,Health insurance,240.0,False,False
Income Decile (Net),2,2,"Hobbies, sports and camping equipment",145.0,False,False
Income Decile (Net),2,2,Home decorations,46.0,False,False
Income Decile (Net),2,2,Household electrical equipment,169.0,False,False
Income Decile (Net),2,2,Households in population (thousands),292.2,False,False
Income Decile (Net),2,2,Households in sample,564.0,False,False
Income Decile (Net),2,2,Housing,3230.0,False,False
Income Decile (Net),2,2,Income tax,108.0,False,False
Income Decile (Net),2,2,Jewellery and watches,50.0,False,False
Income Decile (Net),2,2,Maintenance and renovation,165.0,False,False
Income Decile (Net),2,2,Meals away from home,196.0,False,False
Income Decile (Net),2,2,Meat and poultry,556.0,False,False
Income Decile (Net),2,2,Median of  gross money income per household,8294.0,False,False
Income Decile (Net),2,2,Men's outerwear,84.0,False,False
Income Decile (Net),2,2,"Milk, milk products, and eggs",311.0,False,False
Income Decile (Net),2,2,Miscellaneous food products,383.0,False,False
Income Decile (Net),2,2,Miscellaneous goods and services,722.0,False,False
Income Decile (Net),2,2,Miscellaneous household articles,141.0,False,False
Income Decile (Net),2,2,Money expenditure per household,10418.0,False,True
Income Decile (Net),2,2,Money expenditure per person,2973.0,False,False
Income Decile (Net),2,2,Monthly rent,936.0,False,False
Income Decile (Net),2,2,Mortgage payments (principal+interest)(2),814.0,False,False
Income Decile (Net),2,2,Municipal property taxes (Arnona),263.0,False,False
Income Decile (Net),2,2,National health insurance,240.0,False,False
Income Decile (Net),2,2,National insurance payments,149.0,False,False
Income Decile (Net),2,2,Net money income per household,8126.0,True,False
Income Decile (Net),2,2,Net money income per person,2319.0,False,False
Income Decile (Net),2,2,"Newspapers, books, and stationery",23.0,False,False
Income Decile (Net),2,2,Non-electrical equipment,99.0,False,False
Income Decile (Net),2,2,Organization dues and donations,101.0,False,False
Income Decile (Net),2,2,Other expenditures,65.0,False,False
Income Decile (Net),2,2,Other expenditures on health,247.0,False,False
Income Decile (Net),2,2,Other housing expenditures,92.0,False,False
Income Decile (Net),2,2,Personal articles and cosmetics ,115.0,False,False
Income Decile (Net),2,2,Personal services and cosmetics ,26.0,False,False
Income Decile (Net),2,2,"Postal services, telephone, and communications",234.0,False,False
Income Decile (Net),2,2,Potatoes and sweet potatoes,32.0,False,False
Income Decile (Net),2,2,Public transportation,72.0,False,False
Income Decile (Net),2,2,Recreation and excursions,59.0,False,False
Income Decile (Net),2,2,Soft drinks,107.0,False,False
Income Decile (Net),2,2,Sugar and sugar products,99.0,False,False
Income Decile (Net),2,2,Transfers to other households(1),149.0,False,False
Income Decile (Net),2,2,Transport and communications,1795.0,False,False
Income Decile (Net),2,2,Travel abroad,257.0,False,False
Income Decile (Net),2,2,"Underwear, sleepwear, and socks",37.0,False,False
Income Decile (Net),2,2,Vegetable oils and products,66.0,False,False
Income Decile (Net),2,2,Vegetables and fruit,610.0,False,False
Income Decile (Net),2,2,"Vegetables, fresh",238.0,False,False
Income Decile (Net),2,2,"Vegetables, frozen",19.0,False,False
Income Decile (Net),2,2,"Vegetables, pickled and canned",61.0,False,False
Income Decile (Net),2,2,"Wallets, bags, suitcases, and baby products",49.0,False,False
Income Decile (Net),2,2,Water,131.0,False,False
Income Decile (Net),2,2,Women's outerwear,121.0,False,False
Income Decile (Net),3,3,Alcoholic beverages,32.0,False,False
Income Decile (Net),3,3,Arab households (percentages),22.7,False,False
Income Decile (Net),3,3,Average age of economic head of household,47.0,False,False
Income Decile (Net),3,3,Average earners in household,1.17,False,False
Income Decile (Net),3,3,Average persons in household,3.35,False,False
Income Decile (Net),3,3,Average standard persons in household,2.72,False,False
Income Decile (Net),3,3,Average years of schooling of economic head of household,13.4,False,False
Income Decile (Net),3,3,Bedding and towels,25.0,False,False
Income Decile (Net),3,3,"Bread, cereals, and pastry products",371.0,False,False
Income Decile (Net),3,3,Children's and babies' outerwear,104.0,False,False
Income Decile (Net),3,3,"Cigarettes, tobacco, and accessories",128.0,False,False
Income Decile (Net),3,3,Clothing and footwear,591.0,False,False
Income Decile (Net),3,3,Compulsory payments – total,768.0,False,False
Income Decile (Net),3,3,Consumption expenditures – total,13631.0,False,False
Income Decile (Net),3,3,Consumption of housing services,2163.0,False,False
Income Decile (Net),3,3,"Culture, sports, and entertainment ",338.0,False,False
Income Decile (Net),3,3,Dental treatment,204.0,False,False
Income Decile (Net),3,3,Dwelling and household maintenance,1270.0,False,False
Income Decile (Net),3,3,Education services,758.0,False,False
Income Decile (Net),3,3,"Education, culture, and entertainment",1507.0,False,False
Income Decile (Net),3,3,"Electricity, gas and fuel for dwelling",432.0,False,False
Income Decile (Net),3,3,Entertainment durable goods,110.0,False,False
Income Decile (Net),3,3,Expenditures on health services,91.0,False,False
Income Decile (Net),3,3,Expenditures on vehicles,1363.0,False,False
Income Decile (Net),3,3,Fish,98.0,False,False
Income Decile (Net),3,3,Food (excl.  vegetables and fruit),2220.0,False,False
Income Decile (Net),3,3,Footwear,122.0,False,False
Income Decile (Net),3,3,From National Insurance Institute,2436.0,False,False
Income Decile (Net),3,3,From allowances and assistance,2899.0,False,False
Income Decile (Net),3,3,From capital,175.0,False,False
Income Decile (Net),3,3,From households and other ,212.0,False,False
Income Decile (Net),3,3,From other institutions in Israel,251.0,False,False
Income Decile (Net),3,3,From pensions and social insurance funds,324.0,False,False
Income Decile (Net),3,3,From self-employment and occasional work,1229.0,False,False
Income Decile (Net),3,3,From wages and salary,6559.0,False,False
Income Decile (Net),3,3,From work,7788.0,False,False
Income Decile (Net),3,3,"Fruit juices, natural",14.0,False,False
Income Decile (Net),3,3,"Fruit, dried",71.0,False,False
Income Decile (Net),3,3,"Fruit, fresh",190.0,False,False
Income Decile (Net),3,3,Furniture,209.0,False,False
Income Decile (Net),3,3,Furniture and household equipment,590.0,False,False
Income Decile (Net),3,3,Gross money income – total,11185.0,False,False
Income Decile (Net),3,3,Health,819.0,False,False
Income Decile (Net),3,3,Health insurance,263.0,False,False
Income Decile (Net),3,3,"Hobbies, sports and camping equipment",154.0,False,False
Income Decile (Net),3,3,Home decorations,47.0,False,False
Income Decile (Net),3,3,Household electrical equipment,188.0,False,False
Income Decile (Net),3,3,Households in population (thousands),291.9,False,False
Income Decile (Net),3,3,Households in sample,558.0,False,False
Income Decile (Net),3,3,Housing,3235.0,False,False
Income Decile (Net),3,3,Income tax,228.0,False,False
Income Decile (Net),3,3,Jewellery and watches,38.0,False,False
Income Decile (Net),3,3,Legal and other services,120.0,False,False
Income Decile (Net),3,3,Maintenance and renovation,153.0,False,False
Income Decile (Net),3,3,Meals away from home,234.0,False,False
Income Decile (Net),3,3,Meat and poultry,483.0,False,False
Income Decile (Net),3,3,Median of  gross money income per household,10882.0,False,False
Income Decile (Net),3,3,Men's outerwear,143.0,False,False
Income Decile (Net),3,3,"Milk, milk products, and eggs",331.0,False,False
Income Decile (Net),3,3,Miscellaneous food products,391.0,False,False
Income Decile (Net),3,3,Miscellaneous goods and services,639.0,False,False
Income Decile (Net),3,3,Miscellaneous household articles,153.0,False,False
Income Decile (Net),3,3,Money expenditure per household,11439.0,False,True
Income Decile (Net),3,3,Money expenditure per person,3416.0,False,False
Income Decile (Net),3,3,Monthly rent,1004.0,False,False
Income Decile (Net),3,3,Mortgage payments (principal+interest)(2),569.0,False,False
Income Decile (Net),3,3,Municipal property taxes (Arnona),327.0,False,False
Income Decile (Net),3,3,National health insurance,313.0,False,False
Income Decile (Net),3,3,National insurance payments,226.0,False,False
Income Decile (Net),3,3,Net money income per household,10418.0,True,False
Income Decile (Net),3,3,Net money income per person,3111.0,False,False
Income Decile (Net),3,3,"Newspapers, books, and stationery",19.0,False,False
Income Decile (Net),3,3,Non-electrical equipment,120.0,False,False
Income Decile (Net),3,3,Organization dues and donations,96.0,False,False
Income Decile (Net),3,3,Other expenditures,57.0,False,False
Income Decile (Net),3,3,Other expenditures on health,261.0,False,False
Income Decile (Net),3,3,Other housing expenditures,44.0,False,False
Income Decile (Net),3,3,Personal articles and cosmetics ,135.0,False,False
Income Decile (Net),3,3,Personal services and cosmetics ,52.0,False,False
Income Decile (Net),3,3,"Postal services, telephone, and communications",244.0,False,False
Income Decile (Net),3,3,Potatoes and sweet potatoes,28.0,False,False
Income Decile (Net),3,3,Public transportation,63.0,False,False
Income Decile (Net),3,3,Recreation and excursions,107.0,False,False
Income Decile (Net),3,3,Soft drinks,99.0,False,False
Income Decile (Net),3,3,Sugar and sugar products,105.0,False,False
Income Decile (Net),3,3,Transfers to other households(1),294.0,False,False
Income Decile (Net),3,3,Transport and communications,2153.0,False,False
Income Decile (Net),3,3,Travel abroad,426.0,False,False
Income Decile (Net),3,3,"Underwear, sleepwear, and socks",51.0,False,False
Income Decile (Net),3,3,Vegetable oils and products,77.0,False,False
Income Decile (Net),3,3,Vegetables and fruit,606.0,False,False
Income Decile (Net),3,3,"Vegetables, fresh",216.0,False,False
Income Decile (Net),3,3,"Vegetables, frozen",26.0,False,False
Income Decile (Net),3,3,"Vegetables, pickled and canned",57.0,False,False
Income Decile (Net),3,3,"Wallets, bags, suitcases, and baby products",55.0,False,False
Income Decile (Net),3,3,Water,145.0,False,False
Income Decile (Net),3,3,Women's outerwear,162.0,False,False
Income Decile (Net),4,4,Alcoholic beverages,40.0,False,False
Income Decile (Net),4,4,Arab households (percentages),16.7,False,False
Income Decile (Net),4,4,Average age of economic head of household,48.0,False,False
Income Decile (Net),4,4,Average earners in household,1.37,False,False
Income Decile (Net),4,4,Average persons in household,3.28,False,False
Income Decile (Net),4,4,Average standard persons in household,2.71,False,False
Income Decile (Net),4,4,Average years of schooling of economic head of household,13.7,False,False
Income Decile (Net),4,4,Bedding and towels,49.0,False,False
Income Decile (Net),4,4,"Bread, cereals, and pastry products",425.0,False,False
Income Decile (Net),4,4,Children's and babies' outerwear,87.0,False,False
Income Decile (Net),4,4,"Cigarettes, tobacco, and accessories",161.0,False,False
Income Decile (Net),4,4,Clothing and footwear,488.0,False,False
Income Decile (Net),4,4,Compulsory payments – total,1106.0,False,False
Income Decile (Net),4,4,Consumption expenditures – total,15279.0,False,False
Income Decile (Net),4,4,Consumption of housing services,2561.0,False,False
Income Decile (Net),4,4,"Culture, sports, and entertainment ",186.0,False,False
Income Decile (Net),4,4,Dental treatment,208.0,False,False
Income Decile (Net),4,4,Dwelling and household maintenance,1466.0,False,False
Income Decile (Net),4,4,Education services,868.0,False,False
Income Decile (Net),4,4,"Education, culture, and entertainment",1545.0,False,False
Income Decile (Net),4,4,"Electricity, gas and fuel for dwelling",453.0,False,False
Income Decile (Net),4,4,Entertainment durable goods,124.0,False,False
Income Decile (Net),4,4,Expenditures on health services,111.0,False,False
Income Decile (Net),4,4,Expenditures on vehicles,1766.0,False,False
Income Decile (Net),4,4,Fish,145.0,False,False
Income Decile (Net),4,4,Food (excl.  vegetables and fruit),2493.0,False,False
Income Decile (Net),4,4,Footwear,109.0,False,False
Income Decile (Net),4,4,From National Insurance Institute,2233.0,False,False
Income Decile (Net),4,4,From allowances and assistance,2878.0,False,False
Income Decile (Net),4,4,From capital,243.0,False,False
Income Decile (Net),4,4,From households and other ,358.0,False,False
Income Decile (Net),4,4,From other institutions in Israel,287.0,False,False
Income Decile (Net),4,4,From pensions and social insurance funds,661.0,False,False
Income Decile (Net),4,4,From self-employment and occasional work,1305.0,False,False
Income Decile (Net),4,4,From wages and salary,9020.0,False,False
Income Decile (Net),4,4,From work,10325.0,False,False
Income Decile (Net),4,4,"Fruit juices, natural",15.0,False,False
Income Decile (Net),4,4,"Fruit, dried",61.0,False,False
Income Decile (Net),4,4,"Fruit, fresh",209.0,False,False
Income Decile (Net),4,4,Furniture,188.0,False,False
Income Decile (Net),4,4,Furniture and household equipment,597.0,False,False
Income Decile (Net),4,4,Gross money income – total,14107.0,False,False
Income Decile (Net),4,4,Health,968.0,False,False
Income Decile (Net),4,4,Health insurance,354.0,False,False
Income Decile (Net),4,4,"Hobbies, sports and camping equipment",191.0,False,False
Income Decile (Net),4,4,Home decorations,33.0,False,False
Income Decile (Net),4,4,Household electrical equipment,243.0,False,False
Income Decile (Net),4,4,Households in population (thousands),292.3,False,False
Income Decile (Net),4,4,Households in sample,527.0,False,False
Income Decile (Net),4,4,Housing,3829.0,False,False
Income Decile (Net),4,4,Income tax,390.0,False,False
Income Decile (Net),4,4,Jewellery and watches,92.0,False,False
Income Decile (Net),4,4,Legal and other services,70.0,False,False
Income Decile (Net),4,4,Maintenance and renovation,229.0,False,False
Income Decile (Net),4,4,Meals away from home,313.0,False,False
Income Decile (Net),4,4,Meat and poultry,541.0,False,False
Income Decile (Net),4,4,Median of  gross money income per household,13788.0,False,False
Income Decile (Net),4,4,Men's outerwear,106.0,False,False
Income Decile (Net),4,4,"Milk, milk products, and eggs",320.0,False,False
Income Decile (Net),4,4,Miscellaneous food products,422.0,False,False
Income Decile (Net),4,4,Miscellaneous goods and services,719.0,False,False
Income Decile (Net),4,4,Miscellaneous household articles,113.0,False,False
Income Decile (Net),4,4,Money expenditure per household,12645.0,False,True
Income Decile (Net),4,4,Money expenditure per person,3851.0,False,False
Income Decile (Net),4,4,Monthly rent,1176.0,False,False
Income Decile (Net),4,4,Mortgage payments (principal+interest)(2),975.0,False,False
Income Decile (Net),4,4,Municipal property taxes (Arnona),380.0,False,False
Income Decile (Net),4,4,National health insurance,405.0,False,False
Income Decile (Net),4,4,National insurance payments,311.0,False,False
Income Decile (Net),4,4,Net money income per household,13001.0,True,False
