segment_type,segment_value,item_name,expenditure_value,is_income_metric,is_consumption_metric
Income Quintile,Total,Coriander ,3.5,False,False
Income Quintile,3,Corn cobs,2.0,False,False
Income Quintile,4,Corn cobs,2.5,False,False
Income Quintile,5,Corn cobs,3.3,False,False
Income Quintile,Total,Corn cobs,1.9,False,False
Income Quintile,1,Corn oil(5),8.0,False,False
Income Quintile,2,Corn oil(5),3.8,False,False
Income Quintile,Total,Corn oil(5),2.8,False,False
Income Quintile,2,Cosmetic treatments,23.0,False,False
Income Quintile,3,Cosmetic treatments,36.3,False,False
Income Quintile,4,Cosmetic treatments,40.3,False,False
Income Quintile,5,Cosmetic treatments,52.9,False,False
Income Quintile,Total,Cosmetic treatments,32.9,False,False
Income Quintile,1,Cosmetics and make-up (including other items),42.3,False,False
Income Quintile,2,Cosmetics and make-up (including other items),58.6,False,False
Income Quintile,3,Cosmetics and make-up (including other items),66.5,False,False
Income Quintile,4,Cosmetics and make-up (including other items),88.7,False,False
Income Quintile,5,Cosmetics and make-up (including other items),78.8,False,False
Income Quintile,Total,Cosmetics and make-up (including other items),67.0,False,False
Income Quintile,1,Cottage cheese ,8.5,False,False
Income Quintile,2,Cottage cheese ,11.2,False,False
Income Quintile,3,Cottage cheese ,15.2,False,False
Income Quintile,4,Cottage cheese ,17.7,False,False
Income Quintile,5,Cottage cheese ,19.0,False,False
Income Quintile,Total,Cottage cheese ,14.3,False,False
Income Quintile,1,"Cotton wool, tampons, and bandages",8.0,False,False
Income Quintile,2,"Cotton wool, tampons, and bandages",11.3,False,False
Income Quintile,3,"Cotton wool, tampons, and bandages",11.9,False,False
Income Quintile,4,"Cotton wool, tampons, and bandages",12.8,False,False
Income Quintile,5,"Cotton wool, tampons, and bandages",9.5,False,False
Income Quintile,Total,"Cotton wool, tampons, and bandages",10.7,False,False
Income Quintile,1,Couscous,1.4,False,False
Income Quintile,2,Couscous,1.9,False,False
Income Quintile,3,Couscous,1.6,False,False
Income Quintile,4,Couscous,1.6,False,False
Income Quintile,5,Couscous,1.6,False,False
Income Quintile,Total,Couscous,1.6,False,False
Income Quintile,1,Crackers,5.1,False,False
Income Quintile,2,Crackers,6.4,False,False
Income Quintile,3,Crackers,6.0,False,False
Income Quintile,4,Crackers,8.9,False,False
Income Quintile,5,Crackers,8.7,False,False
Income Quintile,Total,Crackers,7.0,False,False
Income Quintile,5,Cranberries,3.1,False,False
Income Quintile,Total,Cranberries,1.9,False,False
Income Quintile,1,Cucumbers,22.4,False,False
Income Quintile,2,Cucumbers,21.0,False,False
Income Quintile,3,Cucumbers,18.7,False,False
Income Quintile,4,Cucumbers,19.1,False,False
Income Quintile,5,Cucumbers,22.5,False,False
Income Quintile,Total,Cucumbers,20.8,False,False
Income Quintile,1,"Culture, sports, and entertainment ",149.7,False,False
Income Quintile,2,"Culture, sports, and entertainment ",203.8,False,False
Income Quintile,3,"Culture, sports, and entertainment ",291.1,False,False
Income Quintile,4,"Culture, sports, and entertainment ",404.8,False,False
Income Quintile,5,"Culture, sports, and entertainment ",474.7,False,False
Income Quintile,Total,"Culture, sports, and entertainment ",304.9,False,False
Income Quintile,1,Cumulative life insurance premiums,23.6,False,False
Income Quintile,2,Cumulative life insurance premiums,36.8,False,False
Income Quintile,3,Cumulative life insurance premiums,63.9,False,False
Income Quintile,4,Cumulative life insurance premiums,93.1,False,False
Income Quintile,5,Cumulative life insurance premiums,139.1,False,False
Income Quintile,Total,Cumulative life insurance premiums,71.3,False,False
Income Quintile,Total,Curtains,6.3,False,False
Income Quintile,1,Cut vegetables for salad ,1.6,False,False
Income Quintile,2,Cut vegetables for salad ,1.5,False,False
Income Quintile,3,Cut vegetables for salad ,4.3,False,False
Income Quintile,4,Cut vegetables for salad ,3.9,False,False
Income Quintile,5,Cut vegetables for salad ,5.3,False,False
Income Quintile,Total,Cut vegetables for salad ,3.3,False,False
Income Quintile,3,Daily newspaper,1.7,False,False
Income Quintile,4,Daily newspaper,1.8,False,False
Income Quintile,5,Daily newspaper,2.2,False,False
Income Quintile,Total,Daily newspaper,1.6,False,False
Income Quintile,2,Dancing lessons and courses,8.1,False,False
Income Quintile,3,Dancing lessons and courses,10.9,False,False
Income Quintile,4,Dancing lessons and courses,13.6,False,False
Income Quintile,5,Dancing lessons and courses,19.2,False,False
Income Quintile,Total,Dancing lessons and courses,11.3,False,False
Income Quintile,1,Dates,4.1,False,False
Income Quintile,2,Dates,6.7,False,False
Income Quintile,3,Dates,4.6,False,False
Income Quintile,4,Dates,6.6,False,False
Income Quintile,5,Dates,5.2,False,False
Income Quintile,Total,Dates,5.5,False,False
Income Quintile,1,Dental and oral hygiene products ,7.9,False,False
Income Quintile,2,Dental and oral hygiene products ,14.4,False,False
Income Quintile,3,Dental and oral hygiene products ,16.0,False,False
Income Quintile,4,Dental and oral hygiene products ,17.8,False,False
Income Quintile,5,Dental and oral hygiene products ,23.3,False,False
Income Quintile,Total,Dental and oral hygiene products ,15.9,False,False
Income Quintile,2,Dental insurance,4.6,False,False
Income Quintile,3,Dental insurance,9.1,False,False
Income Quintile,4,Dental insurance,12.0,False,False
Income Quintile,5,Dental insurance,17.9,False,False
Income Quintile,Total,Dental insurance,8.8,False,False
Income Quintile,1,Dental treatment,160.2,False,False
Income Quintile,1,Dental treatment,109.0,False,False
Income Quintile,2,Dental treatment,127.1,False,False
Income Quintile,2,Dental treatment,197.1,False,False
Income Quintile,3,Dental treatment,215.2,False,False
Income Quintile,3,Dental treatment,280.8,False,False
Income Quintile,4,Dental treatment,277.9,False,False
Income Quintile,4,Dental treatment,201.1,False,False
Income Quintile,5,Dental treatment,360.4,False,False
Income Quintile,5,Dental treatment,215.1,False,False
Income Quintile,Total,Dental treatment,255.3,False,False
Income Quintile,Total,Dental treatment,173.5,False,False
Income Quintile,1,Deodorizers and air fresheners,3.4,False,False
Income Quintile,2,Deodorizers and air fresheners,4.0,False,False
Income Quintile,Total,Deodorizers and air fresheners,3.7,False,False
Income Quintile,1,Diapers (all kinds) ,38.2,False,False
Income Quintile,2,Diapers (all kinds) ,34.4,False,False
Income Quintile,3,Diapers (all kinds) ,18.9,False,False
Income Quintile,4,Diapers (all kinds) ,10.9,False,False
Income Quintile,5,Diapers (all kinds) ,13.3,False,False
Income Quintile,Total,Diapers (all kinds) ,23.2,False,False
Income Quintile,1,Dill ,0.8,False,False
Income Quintile,2,Dill ,1.5,False,False
Income Quintile,3,Dill ,1.3,False,False
Income Quintile,4,Dill ,1.3,False,False
Income Quintile,5,Dill ,1.9,False,False
Income Quintile,Total,Dill ,1.4,False,False
Income Quintile,1,Dishwashing materials,10.7,False,False
Income Quintile,2,Dishwashing materials,13.1,False,False
Income Quintile,3,Dishwashing materials,11.0,False,False
Income Quintile,4,Dishwashing materials,13.4,False,False
Income Quintile,5,Dishwashing materials,13.5,False,False
Income Quintile,Total,Dishwashing materials,12.3,False,False
Income Quintile,1,Disinfectants and house cleaning materials(18),48.4,False,False
Income Quintile,2,Disinfectants and house cleaning materials(18),49.7,False,False
Income Quintile,3,Disinfectants and house cleaning materials(18),30.6,False,False
Income Quintile,4,Disinfectants and house cleaning materials(18),28.7,False,False
Income Quintile,5,Disinfectants and house cleaning materials(18),37.4,False,False
Income Quintile,Total,Disinfectants and house cleaning materials(18),38.9,False,False
Income Quintile,1,Disposable bags,1.2,False,False
Income Quintile,2,Disposable bags,1.7,False,False
Income Quintile,3,Disposable bags,1.1,False,False
Income Quintile,4,Disposable bags,1.5,False,False
Income Quintile,5,Disposable bags,0.9,False,False
Income Quintile,Total,Disposable bags,1.3,False,False
Income Quintile,1,"Disposable plates, cups, and cutlery",42.9,False,False
Income Quintile,2,"Disposable plates, cups, and cutlery",37.1,False,False
Income Quintile,3,"Disposable plates, cups, and cutlery",33.9,False,False
Income Quintile,4,"Disposable plates, cups, and cutlery",31.6,False,False
Income Quintile,5,"Disposable plates, cups, and cutlery",25.0,False,False
Income Quintile,Total,"Disposable plates, cups, and cutlery",34.1,False,False
Income Quintile,1,Domestic help,29.9,False,False
Income Quintile,2,Domestic help,69.2,False,False
Income Quintile,3,Domestic help,203.9,False,False
Income Quintile,4,Domestic help,255.7,False,False
Income Quintile,5,Domestic help,541.4,False,False
Income Quintile,Total,Domestic help,220.1,False,False
Income Quintile,1,Domestic help and cook,18.4,False,False
Income Quintile,2,Domestic help and cook,38.7,False,False
Income Quintile,3,Domestic help and cook,96.5,False,False
Income Quintile,4,Domestic help and cook,130.2,False,False
Income Quintile,5,Domestic help and cook,339.7,False,False
Income Quintile,Total,Domestic help and cook,124.8,False,False
Income Quintile,1,Donations to organizations and institutions,95.4,False,False
Income Quintile,2,Donations to organizations and institutions,90.9,False,False
Income Quintile,3,Donations to organizations and institutions,102.3,False,False
Income Quintile,4,Donations to organizations and institutions,113.7,False,False
Income Quintile,5,Donations to organizations and institutions,207.6,False,False
Income Quintile,Total,Donations to organizations and institutions,122.0,False,False
Income Quintile,Total,Dormitory payments ,4.8,False,False
Income Quintile,1,Dress,54.2,False,False
Income Quintile,2,Dress,51.8,False,False
Income Quintile,3,Dress,47.3,False,False
Income Quintile,4,Dress,39.0,False,False
Income Quintile,Total,Dress,54.6,False,False
Income Quintile,1,Dress and skirt ,16.6,False,False
Income Quintile,2,Dress and skirt ,10.8,False,False
Income Quintile,Total,Dress and skirt ,8.4,False,False
Income Quintile,1,Dried fruit spreads,2.0,False,False
Income Quintile,4,Dried fruit spreads,3.4,False,False
Income Quintile,5,Dried fruit spreads,4.3,False,False
Income Quintile,Total,Dried fruit spreads,3.5,False,False
Income Quintile,1,Driving lessons,37.8,False,False
Income Quintile,2,Driving lessons,31.6,False,False
Income Quintile,3,Driving lessons,28.6,False,False
Income Quintile,5,Driving lessons,14.7,False,False
Income Quintile,Total,Driving lessons,25.1,False,False
Income Quintile,1,Dry fava beans and lentils(12),2.0,False,False
Income Quintile,2,Dry fava beans and lentils(12),2.4,False,False
Income Quintile,3,Dry fava beans and lentils(12),1.9,False,False
Income Quintile,4,Dry fava beans and lentils(12),2.1,False,False
Income Quintile,5,Dry fava beans and lentils(12),2.4,False,False
Income Quintile,Total,Dry fava beans and lentils(12),2.2,False,False
Income Quintile,1,Dust cloths and floor mops,3.3,False,False
Income Quintile,2,Dust cloths and floor mops,3.7,False,False
Income Quintile,3,Dust cloths and floor mops,3.7,False,False
Income Quintile,4,Dust cloths and floor mops,4.3,False,False
Income Quintile,5,Dust cloths and floor mops,6.6,False,False
Income Quintile,Total,Dust cloths and floor mops,4.3,False,False
Income Quintile,1,Dwelling and household maintenance,1140.0,False,False
Income Quintile,2,Dwelling and household maintenance,1305.0,False,False
Income Quintile,3,Dwelling and household maintenance,1571.3,False,False
Income Quintile,4,Dwelling and household maintenance,1814.6,False,False
Income Quintile,5,Dwelling and household maintenance,2379.0,False,False
Income Quintile,Total,Dwelling and household maintenance,1642.1,False,False
Income Quintile,2,Earphones ,1.2,False,False
Income Quintile,5,Earphones ,6.7,False,False
Income Quintile,Total,Earphones ,3.4,False,False
Income Quintile,1,Earrings(33),2.4,False,False
Income Quintile,3,Earrings(33),6.6,False,False
Income Quintile,4,Earrings(33),6.6,False,False
Income Quintile,5,Earrings(33),24.5,False,False
Income Quintile,Total,Earrings(33),9.4,False,False
Income Quintile,1,Education services,897.3,False,False
Income Quintile,2,Education services,763.1,False,False
Income Quintile,3,Education services,978.0,False,False
Income Quintile,4,Education services,1178.1,False,False
Income Quintile,5,Education services,1199.8,False,False
Income Quintile,Total,Education services,1003.3,False,False
Income Quintile,1,"Education, culture, and entertainment",1408.3,False,False
Income Quintile,2,"Education, culture, and entertainment",1414.9,False,False
Income Quintile,3,"Education, culture, and entertainment",1836.6,False,False
Income Quintile,4,"Education, culture, and entertainment",2306.6,False,False
Income Quintile,5,"Education, culture, and entertainment",2685.9,False,False
Income Quintile,Total,"Education, culture, and entertainment",1930.6,False,False
Income Quintile,1,Eggplant salad,1.4,False,False
Income Quintile,2,Eggplant salad,2.8,False,False
Income Quintile,3,Eggplant salad,2.4,False,False
Income Quintile,4,Eggplant salad,3.4,False,False
Income Quintile,5,Eggplant salad,3.2,False,False
Income Quintile,Total,Eggplant salad,2.6,False,False
Income Quintile,1,Eggplants,7.4,False,False
Income Quintile,2,Eggplants,5.5,False,False
Income Quintile,3,Eggplants,5.3,False,False
Income Quintile,4,Eggplants,5.8,False,False
Income Quintile,5,Eggplants,5.6,False,False
Income Quintile,Total,Eggplants,5.9,False,False
Income Quintile,1,Eggs,37.2,False,False
Income Quintile,2,Eggs,44.4,False,False
Income Quintile,3,Eggs,39.6,False,False
Income Quintile,4,Eggs,36.7,False,False
Income Quintile,5,Eggs,35.7,False,False
Income Quintile,Total,Eggs,38.7,False,False
Income Quintile,1,Electric kettle,2.4,False,False
Income Quintile,2,Electric kettle,2.0,False,False
Income Quintile,3,Electric kettle,1.2,False,False
Income Quintile,4,Electric kettle,1.8,False,False
Income Quintile,5,Electric kettle,1.8,False,False
Income Quintile,Total,Electric kettle,1.8,False,False
Income Quintile,1,"Electricity, current consumption",374.2,False,False
Income Quintile,2,"Electricity, current consumption",364.6,False,False
Income Quintile,3,"Electricity, current consumption",410.9,False,False
Income Quintile,4,"Electricity, current consumption",424.8,False,False
Income Quintile,5,"Electricity, current consumption",438.9,False,False
Income Quintile,Total,"Electricity, current consumption",402.7,False,False
Income Quintile,1,"Electricity, gas and fuel for dwelling",423.9,False,False
Income Quintile,2,"Electricity, gas and fuel for dwelling",435.7,False,False
Income Quintile,3,"Electricity, gas and fuel for dwelling",476.7,False,False
Income Quintile,4,"Electricity, gas and fuel for dwelling",481.6,False,False
Income Quintile,5,"Electricity, gas and fuel for dwelling",487.5,False,False
Income Quintile,Total,"Electricity, gas and fuel for dwelling",461.1,False,False
Income Quintile,1,Energy drinks,6.1,False,False
Income Quintile,2,Energy drinks,2.6,False,False
Income Quintile,3,Energy drinks,3.7,False,False
Income Quintile,4,Energy drinks,2.3,False,False
Income Quintile,Total,Energy drinks,3.5,False,False
Income Quintile,1,Entertainment durable goods,71.5,False,False
Income Quintile,2,Entertainment durable goods,109.9,False,False
Income Quintile,3,Entertainment durable goods,141.0,False,False
Income Quintile,4,Entertainment durable goods,194.8,False,False
Income Quintile,5,Entertainment durable goods,246.1,False,False
Income Quintile,Total,Entertainment durable goods,152.7,False,False
Income Quintile,3,Entrance fees to amusement and water parks,2.4,False,False
Income Quintile,4,Entrance fees to amusement and water parks,2.0,False,False
Income Quintile,Total,Entrance fees to amusement and water parks,2.1,False,False
Income Quintile,2,Entrance fees to gimbories and escape rooms,1.6,False,False
Income Quintile,3,Entrance fees to gimbories and escape rooms,3.6,False,False
Income Quintile,Total,Entrance fees to gimbories and escape rooms,2.9,False,False
Income Quintile,1,Entrance fees to zoos,2.3,False,False
Income Quintile,2,Entrance fees to zoos,1.8,False,False
Income Quintile,3,Entrance fees to zoos,1.5,False,False
Income Quintile,4,Entrance fees to zoos,2.5,False,False
Income Quintile,Total,Entrance fees to zoos,1.8,False,False
Income Quintile,Total,Entrance to night clubs and other entertainment venues,4.9,False,False
Income Quintile,2,Entrance to sites ,1.4,False,False
Income Quintile,3,Entrance to sites ,1.6,False,False
Income Quintile,4,Entrance to sites ,3.4,False,False
Income Quintile,5,Entrance to sites ,3.8,False,False
Income Quintile,Total,Entrance to sites ,2.4,False,False
Income Quintile,2,"Envelopes, paper, and other writing supplies ",3.5,False,False
Income Quintile,4,"Envelopes, paper, and other writing supplies ",4.4,False,False
Income Quintile,5,"Envelopes, paper, and other writing supplies ",6.3,False,False
Income Quintile,Total,"Envelopes, paper, and other writing supplies ",6.9,False,False
Income Quintile,1,Expenditures on health services,75.3,False,False
Income Quintile,2,Expenditures on health services,82.3,False,False
Income Quintile,3,Expenditures on health services,125.4,False,False
Income Quintile,4,Expenditures on health services,210.2,False,False
Income Quintile,5,Expenditures on health services,298.9,False,False
Income Quintile,Total,Expenditures on health services,158.4,False,False
Income Quintile,1,Expenditures on stay abroad ,95.6,False,False
Income Quintile,2,Expenditures on stay abroad ,173.2,False,False
Income Quintile,3,Expenditures on stay abroad ,291.5,False,False
Income Quintile,4,Expenditures on stay abroad ,394.3,False,False
Income Quintile,5,Expenditures on stay abroad ,706.9,False,False
Income Quintile,Total,Expenditures on stay abroad ,332.3,False,False
Income Quintile,1,Expenditures on vehicles,1176.3,False,False
Income Quintile,2,Expenditures on vehicles,1531.8,False,False
Income Quintile,3,Expenditures on vehicles,1917.0,False,False
Income Quintile,4,Expenditures on vehicles,2507.7,False,False
Income Quintile,5,Expenditures on vehicles,3117.4,False,False
Income Quintile,Total,Expenditures on vehicles,2050.2,False,False
Income Quintile,4,Expenses on two-wheel vehicle (31),16.5,False,False
Income Quintile,5,Expenses on two-wheel vehicle (31),23.4,False,False
Income Quintile,Total,Expenses on two-wheel vehicle (31),10.9,False,False
Income Quintile,1,Fees for private physician or specialist at health funds,15.1,False,False
Income Quintile,2,Fees for private physician or specialist at health funds,15.2,False,False
Income Quintile,3,Fees for private physician or specialist at health funds,18.8,False,False
Income Quintile,4,Fees for private physician or specialist at health funds,33.0,False,False
Income Quintile,5,Fees for private physician or specialist at health funds,43.9,False,False
Income Quintile,Total,Fees for private physician or specialist at health funds,25.2,False,False
Income Quintile,Total,"Fines, fees, and payment for permits",24.4,False,False
Income Quintile,1,Fish,84.5,False,False
Income Quintile,2,Fish,116.3,False,False
Income Quintile,3,Fish,101.8,False,False
Income Quintile,4,Fish,151.1,False,False
Income Quintile,5,Fish,135.6,False,False
Income Quintile,Total,Fish,117.9,False,False
Income Quintile,1,"Fish, domestically grown(10)",15.2,False,False
Income Quintile,2,"Fish, domestically grown(10)",28.2,False,False
Income Quintile,3,"Fish, domestically grown(10)",19.4,False,False
Income Quintile,4,"Fish, domestically grown(10)",35.0,False,False
Income Quintile,5,"Fish, domestically grown(10)",31.4,False,False
Income Quintile,Total,"Fish, domestically grown(10)",25.9,False,False
Income Quintile,1,"Fish, grown abroad(11)",22.5,False,False
Income Quintile,2,"Fish, grown abroad(11)",36.9,False,False
Income Quintile,3,"Fish, grown abroad(11)",38.2,False,False
Income Quintile,4,"Fish, grown abroad(11)",61.5,False,False
Income Quintile,5,"Fish, grown abroad(11)",47.7,False,False
Income Quintile,Total,"Fish, grown abroad(11)",41.4,False,False
Income Quintile,3,Flowers and plants,21.4,False,False
Income Quintile,5,Flowers and plants,45.7,False,False
Income Quintile,Total,Flowers and plants,24.7,False,False
Income Quintile,1,Food (excl. vegetables and fruit),2332.0,False,False
Income Quintile,2,Food (excl. vegetables and fruit),2387.0,False,False
Income Quintile,3,Food (excl. vegetables and fruit),2464.0,False,False
Income Quintile,4,Food (excl. vegetables and fruit),2640.0,False,False
Income Quintile,5,Food (excl. vegetables and fruit),2930.0,False,False
Income Quintile,Total,Food (excl. vegetables and fruit),2551.0,False,False
Income Quintile,Total,Food home delivery ,18.3,False,False
Income Quintile,1,Footwear,130.1,False,False
Income Quintile,2,Footwear,124.3,False,False
Income Quintile,3,Footwear,122.3,False,False
Income Quintile,4,Footwear,148.1,False,False
Income Quintile,5,Footwear,168.0,False,False
Income Quintile,Total,Footwear,138.5,False,False
Income Quintile,1,For key money dwelling or free housing ,186.2,False,False
Income Quintile,2,For key money dwelling or free housing ,148.3,False,False
Income Quintile,3,For key money dwelling or free housing ,127.7,False,False
Income Quintile,4,For key money dwelling or free housing ,155.0,False,False
Income Quintile,5,For key money dwelling or free housing ,215.9,False,False
Income Quintile,Total,For key money dwelling or free housing ,166.6,False,False
Income Quintile,1,For owned dwelling,1272.4,False,False
Income Quintile,2,For owned dwelling,1974.2,False,False
Income Quintile,3,For owned dwelling,2592.6,False,False
Income Quintile,4,For owned dwelling,3485.7,False,False
Income Quintile,5,For owned dwelling,4498.0,False,False
Income Quintile,Total,For owned dwelling,2764.9,False,False
Income Quintile,1,For rented dwelling or room,1246.0,False,False
Income Quintile,2,For rented dwelling or room,1255.8,False,False
Income Quintile,3,For rented dwelling or room,1323.7,False,False
Income Quintile,4,For rented dwelling or room,1067.2,False,False
Income Quintile,5,For rented dwelling or room,1183.7,False,False
Income Quintile,Total,For rented dwelling or room,1215.3,False,False
Income Quintile,1,Freight and other expenses ,2.8,False,False
Income Quintile,2,Freight and other expenses ,5.5,False,False
Income Quintile,3,Freight and other expenses ,5.8,False,False
Income Quintile,4,Freight and other expenses ,5.4,False,False
Income Quintile,5,Freight and other expenses ,16.0,False,False
Income Quintile,Total,Freight and other expenses ,7.1,False,False
Income Quintile,1,Fresh mushrooms  ,3.9,False,False
Income Quintile,2,Fresh mushrooms  ,7.3,False,False
Income Quintile,3,Fresh mushrooms  ,7.1,False,False
Income Quintile,4,Fresh mushrooms  ,12.4,False,False
Income Quintile,5,Fresh mushrooms  ,12.5,False,False
Income Quintile,Total,Fresh mushrooms  ,8.6,False,False
Income Quintile,1,Fresh ready made food,15.6,False,False
Income Quintile,2,Fresh ready made food,22.1,False,False
Income Quintile,4,Fresh ready made food,35.7,False,False
Income Quintile,5,Fresh ready made food,73.0,False,False
Income Quintile,Total,Fresh ready made food,33.7,False,False
Income Quintile,1,From National Insurance Institute,1882.0,False,False
Income Quintile,2,From National Insurance Institute,2162.0,False,False
Income Quintile,3,From National Insurance Institute,2011.0,False,False
Income Quintile,4,From National Insurance Institute,1992.0,False,False
Income Quintile,5,From National Insurance Institute,2232.0,False,False
Income Quintile,Total,From National Insurance Institute,2056.0,False,False
Income Quintile,1,From allowances and assistance,2539.0,False,False
Income Quintile,2,From allowances and assistance,2736.0,False,False
Income Quintile,3,From allowances and assistance,2609.0,False,False
Income Quintile,4,From allowances and assistance,2534.0,False,False
Income Quintile,5,From allowances and assistance,3158.0,False,False
Income Quintile,Total,From allowances and assistance,2715.0,False,False
Income Quintile,1,From capital,111.0,False,False
Income Quintile,2,From capital,207.0,False,False
Income Quintile,3,From capital,374.0,False,False
Income Quintile,4,From capital,773.0,False,False
Income Quintile,5,From capital,3593.0,False,False
Income Quintile,Total,From capital,1012.0,False,False
Income Quintile,1,From households and other ,264.0,False,False
Income Quintile,2,From households and other ,292.0,False,False
Income Quintile,3,From households and other ,303.0,False,False
Income Quintile,4,From households and other ,302.0,False,False
Income Quintile,Total,From households and other ,308.0,False,False
Income Quintile,1,From other institutions in Israel,393.0,False,False
Income Quintile,2,From other institutions in Israel,282.0,False,False
Income Quintile,3,From other institutions in Israel,296.0,False,False
Income Quintile,4,From other institutions in Israel,241.0,False,False
Income Quintile,5,From other institutions in Israel,548.0,False,False
Income Quintile,Total,From other institutions in Israel,352.0,False,False
Income Quintile,1,From pensions and social insurance funds,63.0,False,False
Income Quintile,2,From pensions and social insurance funds,353.0,False,False
Income Quintile,3,From pensions and social insurance funds,657.0,False,False
Income Quintile,4,From pensions and social insurance funds,1767.0,False,False
Income Quintile,5,From pensions and social insurance funds,4478.0,False,False
Income Quintile,Total,From pensions and social insurance funds,1464.0,False,False
Income Quintile,1,From self-employment and occasional work,821.0,False,False
Income Quintile,2,From self-employment and occasional work,1346.0,False,False
Income Quintile,3,From self-employment and occasional work,2124.0,False,False
Income Quintile,4,From self-employment and occasional work,3486.0,False,False
Income Quintile,5,From self-employment and occasional work,5415.0,False,False
Income Quintile,Total,From self-employment and occasional work,2639.0,False,False
Income Quintile,1,From wages and salary,4460.0,False,False
Income Quintile,2,From wages and salary,8171.0,False,False
Income Quintile,3,From wages and salary,13000.0,False,False
Income Quintile,4,From wages and salary,17557.0,False,False
Income Quintile,5,From wages and salary,27714.0,False,False
Income Quintile,Total,From wages and salary,14182.0,False,False
Income Quintile,1,From work,5281.0,False,False
Income Quintile,2,From work,9517.0,False,False
Income Quintile,3,From work,15124.0,False,False
Income Quintile,4,From work,21043.0,False,False
Income Quintile,5,From work,33128.0,False,False
Income Quintile,Total,From work,16821.0,False,False
Income Quintile,1,Frozen dough,3.0,False,False
Income Quintile,2,Frozen dough,3.3,False,False
Income Quintile,3,Frozen dough,4.4,False,False
Income Quintile,4,Frozen dough,5.0,False,False
Income Quintile,5,Frozen dough,7.4,False,False
Income Quintile,Total,Frozen dough,4.6,False,False
Income Quintile,1,Frozen pizza(4),6.6,False,False
Income Quintile,2,Frozen pizza(4),7.2,False,False
Income Quintile,3,Frozen pizza(4),5.2,False,False
Income Quintile,4,Frozen pizza(4),5.4,False,False
Income Quintile,5,Frozen pizza(4),4.4,False,False
Income Quintile,Total,Frozen pizza(4),5.8,False,False
Income Quintile,3,Frozen vegetables – mixed ,1.8,False,False
Income Quintile,5,Frozen vegetables – mixed ,2.8,False,False
Income Quintile,Total,Frozen vegetables – mixed ,2.4,False,False
Income Quintile,1,Frozen vegetables – single ,10.6,False,False
Income Quintile,2,Frozen vegetables – single ,10.3,False,False
Income Quintile,3,Frozen vegetables – single ,14.1,False,False
Income Quintile,4,Frozen vegetables – single ,12.7,False,False
Income Quintile,5,Frozen vegetables – single ,18.9,False,False
Income Quintile,Total,Frozen vegetables – single ,13.3,False,False
Income Quintile,1,"Fruit juices, natural",17.8,False,False
Income Quintile,2,"Fruit juices, natural",13.1,False,False
Income Quintile,3,"Fruit juices, natural",17.2,False,False
Income Quintile,4,"Fruit juices, natural",12.7,False,False
Income Quintile,5,"Fruit juices, natural",16.2,False,False
Income Quintile,Total,"Fruit juices, natural",15.4,False,False
Income Quintile,1,"Fruit, dried",46.0,False,False
Income Quintile,2,"Fruit, dried",61.3,False,False
Income Quintile,3,"Fruit, dried",51.2,False,False
Income Quintile,4,"Fruit, dried",62.1,False,False
Income Quintile,5,"Fruit, dried",73.6,False,False
Income Quintile,Total,"Fruit, dried",58.8,False,False
Income Quintile,1,"Fruit, fresh",188.7,False,False
Income Quintile,2,"Fruit, fresh",198.1,False,False
Income Quintile,3,"Fruit, fresh",186.7,False,False
Income Quintile,4,"Fruit, fresh",199.4,False,False
Income Quintile,5,"Fruit, fresh",232.7,False,False
Income Quintile,Total,"Fruit, fresh",201.1,False,False
Income Quintile,1,"Fruit, preserved and frozen",4.5,False,False
Income Quintile,2,"Fruit, preserved and frozen",3.7,False,False
Income Quintile,3,"Fruit, preserved and frozen",4.2,False,False
Income Quintile,4,"Fruit, preserved and frozen",4.1,False,False
Income Quintile,5,"Fruit, preserved and frozen",3.6,False,False
Income Quintile,Total,"Fruit, preserved and frozen",4.0,False,False
Income Quintile,1,Fuel and lubricants for vehicles,363.7,False,False
Income Quintile,2,Fuel and lubricants for vehicles,402.3,False,False
Income Quintile,3,Fuel and lubricants for vehicles,492.5,False,False
Income Quintile,4,Fuel and lubricants for vehicles,500.9,False,False
Income Quintile,5,Fuel and lubricants for vehicles,490.8,False,False
Income Quintile,Total,Fuel and lubricants for vehicles,450.0,False,False
Income Quintile,1,Furniture,222.0,False,False
Income Quintile,2,Furniture,168.7,False,False
Income Quintile,3,Furniture,174.5,False,False
Income Quintile,4,Furniture,279.0,False,False
Income Quintile,5,Furniture,324.0,False,False
Income Quintile,Total,Furniture,233.7,False,False
Income Quintile,1,Furniture and household equipment,560.4,False,False
Income Quintile,2,Furniture and household equipment,550.9,False,False
Income Quintile,3,Furniture and household equipment,540.7,False,False
Income Quintile,4,Furniture and household equipment,753.8,False,False
Income Quintile,5,Furniture and household equipment,894.1,False,False
Income Quintile,Total,Furniture and household equipment,660.0,False,False
Income Quintile,2,Games,15.6,False,False
Income Quintile,3,Games,13.2,False,False
Income Quintile,4,Games,16.8,False,False
Income Quintile,5,Games,16.4,False,False
Income Quintile,Total,Games,15.2,False,False
Income Quintile,1,Garbage bags,5.3,False,False
Income Quintile,2,Garbage bags,4.2,False,False
Income Quintile,3,Garbage bags,4.1,False,False
Income Quintile,4,Garbage bags,5.6,False,False
Income Quintile,5,Garbage bags,6.2,False,False
Income Quintile,Total,Garbage bags,5.1,False,False
